"participantid","itemid","itemtype","message","target","competitor","distractor","id","answer","presentation_order","answer_which","targetpos","answer_order","correct","trialid","strategy_seen","strategy_answer","strategy_answer_which","strategy_answer_order","strategy_correct","strategy_text","experiment"
45,34,"filler type b","bh","pm_bh","gm_rh","ro_rh",1044952,"pm_bh","ro_rh,gm_rh,pm_bh","target",3,3,"True",42,NA,"","",NA,"","",1
45,35,"filler ambiguous","bh","gm_bh","gm_bh","pm_rh",1044941,"gm_bh","pm_rh,gm_bh,gm_bh","target",3,3,"True",31,NA,"","",NA,"","",1
45,36,"target simple","pm","pm_sc","pm_rh","gm_bh",1044961,"pm_sc","pm_sc,gm_bh,pm_rh","target",1,1,"True",51,NA,"","",NA,"","",1
45,37,"filler unambiguous","rh","gm_rh","pm_sc","ro_bh",1044911,"gm_rh","ro_bh,pm_sc,gm_rh","target",3,3,"True",1,NA,"","",NA,"","",1
45,38,"filler type b","rh","pm_rh","ro_bh","gm_bh",1044970,"pm_rh","pm_rh,gm_bh,ro_bh","target",1,1,"True",60,NA,"","",NA,"","",1
45,39,"filler ambiguous","rh","pm_rh","pm_rh","gm_bh",1044957,"pm_rh","pm_rh,gm_bh,pm_rh","target",1,1,"True",47,NA,"","",NA,"","",1
45,40,"target simple","bh","ro_bh","gm_bh","pm_rh",1044913,"ro_bh","gm_bh,pm_rh,ro_bh","target",3,3,"True",3,NA,"","",NA,"","",1
45,41,"filler type a","gm","gm_bh","ro_bh","pm_rh",1044939,"gm_bh","pm_rh,gm_bh,ro_bh","target",2,2,"True",29,NA,"","",NA,"","",1
45,42,"target simple","pm","pm_sc","pm_rh","gm_bh",1044951,"pm_sc","gm_bh,pm_sc,pm_rh","target",2,2,"True",41,NA,"","",NA,"","",1
45,43,"target complex","pm","pm_rh","pm_bh","ro_rh",1044922,"pm_rh","pm_rh,pm_bh,ro_rh","target",1,1,"True",12,NA,"","",NA,"","",1
45,44,"filler type b","gm","gm_bh","pm_rh","pm_sc",1044973,"gm_bh","pm_rh,gm_bh,pm_sc","target",2,2,"True",63,NA,"","",NA,"","",1
45,45,"filler type b","pm","pm_rh","gm_bh","gm_sc",1044974,"gm_sc","gm_sc,gm_bh,pm_rh","distractor",3,1,"False",64,NA,"","",NA,"","",1
45,46,"filler unambiguous","bh","ro_bh","pm_sc","gm_rh",1044926,"ro_bh","ro_bh,pm_sc,gm_rh","target",1,1,"True",16,NA,"","",NA,"","",1
45,47,"filler type a","rh","pm_rh","pm_sc","gm_bh",1044966,"pm_rh","gm_bh,pm_sc,pm_rh","target",3,3,"True",56,NA,"","",NA,"","",1
45,48,"filler unambiguous","pm","pm_rh","ro_sc","gm_bh",1044955,"pm_rh","pm_rh,gm_bh,ro_sc","target",1,1,"True",45,NA,"","",NA,"","",1
45,49,"target complex","gm","gm_rh","gm_bh","ro_rh",1044933,"ro_rh","gm_bh,ro_rh,gm_rh","distractor",3,2,"False",23,NA,"","",NA,"","",1
45,50,"filler ambiguous","gm","gm_bh","gm_bh","pm_sc",1044927,"gm_bh","gm_bh,gm_bh,pm_sc","competitor",1,2,"False",17,NA,"","",NA,"","",1
45,51,"target complex","pm","pm_rh","pm_bh","ro_rh",1044950,"ro_rh","pm_bh,pm_rh,ro_rh","distractor",2,3,"False",40,NA,"","",NA,"","",1
45,52,"filler ambiguous","rh","pm_rh","pm_rh","gm_sc",1044964,"pm_rh","pm_rh,pm_rh,gm_sc","competitor",1,2,"False",54,NA,"","",NA,"","",1
45,53,"filler ambiguous","pm","pm_rh","pm_rh","gm_sc",1044929,"pm_rh","pm_rh,gm_sc,pm_rh","target",3,3,"True",19,NA,"","",NA,"","",1
45,54,"filler type c","bh","pm_bh","pm_rh","ro_rh",1044912,"pm_bh","pm_rh,pm_bh,ro_rh","target",2,2,"True",2,NA,"","",NA,"","",1
45,55,"filler type c","rh","gm_rh","gm_bh","ro_bh",1044932,"gm_rh","gm_bh,ro_bh,gm_rh","target",3,3,"True",22,NA,"","",NA,"","",1
45,56,"filler type b","gm","gm_rh","ro_bh","pm_bh",1044945,"gm_rh","ro_bh,pm_bh,gm_rh","target",3,3,"True",35,NA,"","",NA,"","",1
45,57,"target complex","pm","pm_rh","pm_bh","ro_rh",1044956,"ro_rh","ro_rh,pm_rh,pm_bh","distractor",2,1,"False",46,NA,"","",NA,"","",1
45,58,"filler ambiguous","rh","pm_rh","pm_rh","gm_sc",1044915,"pm_rh","gm_sc,pm_rh,pm_rh","competitor",3,2,"False",5,NA,"","",NA,"","",1
45,59,"target simple","pm","pm_sc","pm_bh","gm_rh",1044918,"pm_sc","pm_bh,pm_sc,gm_rh","target",2,2,"True",8,1,"pm_sc","target",2,"True","It was the only one without a hat.",1
45,60,"filler type c","gm","gm_bh","pm_bh","pm_sc",1044958,"gm_bh","pm_bh,pm_sc,gm_bh","target",3,3,"True",48,NA,"","",NA,"","",1
45,61,"filler type c","pm","pm_rh","gm_rh","gm_sc",1044959,"pm_rh","gm_sc,gm_rh,pm_rh","target",3,3,"True",49,NA,"","",NA,"","",1
45,62,"filler type c","bh","pm_bh","pm_rh","ro_rh",1044953,"pm_bh","pm_bh,ro_rh,pm_rh","target",1,1,"True",43,NA,"","",NA,"","",1
45,63,"target complex","gm","gm_bh","gm_rh","ro_bh",1044967,"ro_bh","ro_bh,gm_bh,gm_rh","distractor",2,1,"False",57,NA,"","",NA,"","",1
45,64,"filler type a","gm","gm_rh","ro_rh","pm_bh",1044921,"gm_rh","gm_rh,ro_rh,pm_bh","target",1,1,"True",11,NA,"","",NA,"","",1
45,65,"filler type c","bh","gm_bh","gm_rh","ro_rh",1044931,"gm_bh","gm_rh,gm_bh,ro_rh","target",2,2,"True",21,NA,"","",NA,"","",1
45,66,"filler unambiguous","gm","gm_bh","ro_sc","pm_rh",1044938,"gm_bh","pm_rh,gm_bh,ro_sc","target",2,2,"True",28,NA,"","",NA,"","",1
46,1,"filler type b","rh","gm_rh","pm_sc","pm_bh",1044258,"gm_rh","pm_sc,pm_bh,gm_rh","target",3,3,"True",8,NA,"","",NA,"","",1
46,2,"target complex","rh","gm_rh","pm_rh","gm_sc",1044254,"gm_rh","gm_sc,gm_rh,pm_rh","target",2,2,"True",4,NA,"","",NA,"","",1
46,3,"filler ambiguous","rh","pm_rh","pm_rh","gm_bh",1044314,"pm_rh","pm_rh,pm_rh,gm_bh","competitor",2,1,"False",64,NA,"","",NA,"","",1
46,4,"filler type a","rh","pm_rh","pm_sc","gm_bh",1044296,"pm_rh","pm_rh,pm_sc,gm_bh","target",1,1,"True",46,NA,"","",NA,"","",1
46,5,"target complex","bh","pm_bh","gm_bh","pm_sc",1044295,"pm_bh","gm_bh,pm_sc,pm_bh","target",3,3,"True",45,NA,"","",NA,"","",1
46,6,"filler unambiguous","rh","pm_rh","gm_sc","ro_bh",1044252,"pm_rh","pm_rh,ro_bh,gm_sc","target",1,1,"True",2,NA,"","",NA,"","",1
46,7,"target complex","gm","gm_bh","gm_rh","ro_bh",1044308,"gm_rh","ro_bh,gm_bh,gm_rh","competitor",2,3,"False",58,NA,"","",NA,"","",1
46,8,"target simple","pm","pm_sc","pm_rh","gm_bh",1044309,"pm_sc","pm_rh,gm_bh,pm_sc","target",3,3,"True",59,1,"pm_sc","target",3,"True","because you can see the eyes",1
46,9,"filler ambiguous","gm","gm_bh","gm_bh","pm_sc",1044269,"gm_bh","gm_bh,gm_bh,pm_sc","competitor",1,2,"False",19,NA,"","",NA,"","",1
46,10,"filler type c","rh","pm_rh","pm_bh","ro_bh",1044293,"pm_rh","pm_rh,ro_bh,pm_bh","target",1,1,"True",43,NA,"","",NA,"","",1
46,11,"filler type c","rh","gm_rh","gm_bh","ro_bh",1044291,"gm_rh","gm_bh,gm_rh,ro_bh","target",2,2,"True",41,NA,"","",NA,"","",1
46,12,"target simple","bh","ro_bh","gm_bh","pm_rh",1044264,"gm_bh","ro_bh,gm_bh,pm_rh","competitor",1,2,"False",14,NA,"","",NA,"","",1
46,13,"filler type a","bh","pm_bh","pm_sc","gm_rh",1044251,"pm_bh","pm_sc,pm_bh,gm_rh","target",2,2,"True",1,NA,"","",NA,"","",1
46,14,"filler unambiguous","rh","gm_rh","pm_bh","ro_sc",1044256,"gm_rh","gm_rh,ro_sc,pm_bh","target",1,1,"True",6,NA,"","",NA,"","",1
46,15,"target complex","gm","gm_rh","gm_bh","ro_rh",1044310,"gm_rh","gm_bh,ro_rh,gm_rh","target",3,3,"True",60,NA,"","",NA,"","",1
46,16,"filler type c","bh","gm_bh","gm_rh","ro_rh",1044260,"gm_bh","gm_bh,gm_rh,ro_rh","target",1,1,"True",10,NA,"","",NA,"","",1
46,17,"target complex","pm","pm_bh","pm_rh","ro_bh",1044253,"pm_bh","pm_bh,pm_rh,ro_bh","target",1,1,"True",3,2,"pm_rh","competitor",2,"False","he the only guy in the red cap",1
46,18,"target simple","bh","ro_bh","pm_bh","gm_rh",1044292,"pm_bh","ro_bh,gm_rh,pm_bh","competitor",1,3,"False",42,NA,"","",NA,"","",1
46,19,"filler unambiguous","bh","ro_bh","gm_sc","pm_rh",1044302,"ro_bh","gm_sc,ro_bh,pm_rh","target",2,2,"True",52,NA,"","",NA,"","",1
46,20,"filler unambiguous","bh","ro_sc","gm_rh","pm_bh",1044275,"pm_bh","gm_rh,ro_sc,pm_bh","target",3,3,"True",25,NA,"","",NA,"","",1
46,21,"filler type c","gm","gm_bh","pm_bh","pm_sc",1044271,"gm_bh","pm_bh,gm_bh,pm_sc","target",2,2,"True",21,NA,"","",NA,"","",1
46,22,"filler type c","rh","pm_rh","pm_bh","ro_bh",1044289,"pm_rh","pm_rh,ro_bh,pm_bh","target",1,1,"True",39,NA,"","",NA,"","",1
46,23,"filler unambiguous","pm","pm_rh","gm_bh","ro_sc",1044301,"pm_rh","pm_rh,ro_sc,gm_bh","target",1,1,"True",51,NA,"","",NA,"","",1
46,24,"target complex","bh","pm_bh","gm_bh","pm_sc",1044255,"pm_bh","pm_sc,pm_bh,gm_bh","target",2,2,"True",5,NA,"","",NA,"","",1
46,25,"target complex","pm","pm_bh","pm_rh","ro_bh",1044284,"pm_rh","pm_bh,pm_rh,ro_bh","competitor",1,2,"False",34,NA,"","",NA,"","",1
46,26,"target simple","rh","ro_rh","gm_rh","pm_bh",1044262,"gm_rh","pm_bh,ro_rh,gm_rh","competitor",2,3,"False",12,NA,"","",NA,"","",1
46,27,"target simple","rh","ro_rh","gm_rh","pm_bh",1044294,"ro_rh","gm_rh,ro_rh,pm_bh","target",2,2,"True",44,NA,"","",NA,"","",1
46,28,"target simple","pm","pm_sc","pm_bh","gm_rh",1044273,"pm_sc","gm_rh,pm_bh,pm_sc","target",3,3,"True",23,NA,"","",NA,"","",1
46,29,"filler type a","bh","pm_bh","pm_sc","gm_rh",1044298,"pm_bh","pm_bh,pm_sc,gm_rh","target",1,1,"True",48,NA,"","",NA,"","",1
46,30,"target simple","pm","pm_sc","pm_bh","gm_rh",1044267,"pm_sc","pm_bh,gm_rh,pm_sc","target",3,3,"True",17,NA,"","",NA,"","",1
46,31,"filler ambiguous","pm","pm_rh","pm_rh","gm_bh",1044286,"pm_rh","pm_rh,gm_bh,pm_rh","target",3,3,"True",36,NA,"","",NA,"","",1
46,32,"filler type c","bh","pm_bh","pm_rh","ro_rh",1044274,"pm_bh","pm_bh,ro_rh,pm_rh","target",1,1,"True",24,NA,"","",NA,"","",1
46,33,"target simple","gm","gm_sc","gm_bh","pm_rh",1044270,"gm_sc","pm_rh,gm_sc,gm_bh","target",2,2,"True",20,NA,"","",NA,"","",1
46,34,"filler type b","bh","pm_bh","gm_rh","ro_rh",1044281,"pm_bh","ro_rh,pm_bh,gm_rh","target",2,2,"True",31,NA,"","",NA,"","",1
46,35,"filler ambiguous","bh","gm_bh","gm_bh","pm_rh",1044259,"gm_bh","pm_rh,gm_bh,gm_bh","competitor",2,3,"False",9,NA,"","",NA,"","",1
46,36,"target simple","pm","pm_sc","pm_rh","gm_bh",1044300,"pm_sc","pm_rh,pm_sc,gm_bh","target",2,2,"True",50,NA,"","",NA,"","",1
46,37,"filler unambiguous","rh","gm_rh","pm_sc","ro_bh",1044305,"gm_rh","pm_sc,ro_bh,gm_rh","target",3,3,"True",55,NA,"","",NA,"","",1
46,38,"filler type b","rh","pm_rh","ro_bh","gm_bh",1044313,"pm_rh","pm_rh,gm_bh,ro_bh","target",1,1,"True",63,NA,"","",NA,"","",1
46,39,"filler ambiguous","rh","pm_rh","pm_rh","gm_bh",1044266,"pm_rh","gm_bh,pm_rh,pm_rh","target",3,3,"True",16,NA,"","",NA,"","",1
46,40,"target simple","bh","ro_bh","gm_bh","pm_rh",1044268,"gm_bh","ro_bh,pm_rh,gm_bh","competitor",1,3,"False",18,NA,"","",NA,"","",1
46,41,"filler type a","gm","gm_bh","ro_bh","pm_rh",1044265,"gm_bh","ro_bh,pm_rh,gm_bh","target",3,3,"True",15,NA,"","",NA,"","",1
46,42,"target simple","pm","pm_sc","pm_rh","gm_bh",1044306,"pm_rh","pm_sc,gm_bh,pm_rh","competitor",1,3,"False",56,NA,"","",NA,"","",1
46,43,"target complex","pm","pm_rh","pm_bh","ro_rh",1044283,"pm_rh","pm_bh,ro_rh,pm_rh","target",3,3,"True",33,NA,"","",NA,"","",1
46,44,"filler type b","gm","gm_bh","pm_rh","pm_sc",1044311,"gm_bh","gm_bh,pm_rh,pm_sc","target",1,1,"True",61,NA,"","",NA,"","",1
46,45,"filler type b","pm","pm_rh","gm_bh","gm_sc",1044280,"pm_rh","gm_bh,pm_rh,gm_sc","target",2,2,"True",30,NA,"","",NA,"","",1
46,46,"filler unambiguous","bh","ro_bh","pm_sc","gm_rh",1044290,"ro_bh","pm_sc,gm_rh,ro_bh","target",3,3,"True",40,NA,"","",NA,"","",1
46,47,"filler type a","rh","pm_rh","pm_sc","gm_bh",1044276,"pm_rh","gm_bh,pm_rh,pm_sc","target",2,2,"True",26,NA,"","",NA,"","",1
46,48,"filler unambiguous","pm","pm_rh","ro_sc","gm_bh",1044261,"pm_rh","gm_bh,pm_rh,ro_sc","target",2,2,"True",11,NA,"","",NA,"","",1
46,49,"target complex","gm","gm_rh","gm_bh","ro_rh",1044272,"gm_rh","ro_rh,gm_rh,gm_bh","target",2,2,"True",22,NA,"","",NA,"","",1
46,50,"filler ambiguous","gm","gm_bh","gm_bh","pm_sc",1044299,"gm_bh","gm_bh,gm_bh,pm_sc","competitor",2,1,"False",49,NA,"","",NA,"","",1
46,51,"target complex","pm","pm_rh","pm_bh","ro_rh",1044316,"pm_bh","pm_rh,ro_rh,pm_bh","competitor",1,3,"False",66,NA,"","",NA,"","",1
46,52,"filler ambiguous","rh","pm_rh","pm_rh","gm_sc",1044263,"pm_rh","pm_rh,pm_rh,gm_sc","competitor",1,2,"False",13,NA,"","",NA,"","",1
46,53,"filler ambiguous","pm","pm_rh","pm_rh","gm_sc",1044288,"pm_rh","gm_sc,pm_rh,pm_rh","competitor",3,2,"False",38,NA,"","",NA,"","",1
46,54,"filler type c","bh","pm_bh","pm_rh","ro_rh",1044312,"pm_bh","pm_rh,ro_rh,pm_bh","target",3,3,"True",62,NA,"","",NA,"","",1
46,55,"filler type c","rh","gm_rh","gm_bh","ro_bh",1044282,"gm_rh","gm_bh,ro_bh,gm_rh","target",3,3,"True",32,NA,"","",NA,"","",1
46,56,"filler type b","gm","gm_rh","ro_bh","pm_bh",1044287,"gm_rh","ro_bh,gm_rh,pm_bh","target",2,2,"True",37,NA,"","",NA,"","",1
46,57,"target complex","pm","pm_rh","pm_bh","ro_rh",1044285,"pm_bh","pm_rh,pm_bh,ro_rh","competitor",1,2,"False",35,NA,"","",NA,"","",1
46,58,"filler ambiguous","rh","pm_rh","pm_rh","gm_sc",1044307,"pm_rh","pm_rh,gm_sc,pm_rh","competitor",1,3,"False",57,NA,"","",NA,"","",1
46,59,"target simple","pm","pm_sc","pm_bh","gm_rh",1044297,"pm_sc","pm_sc,gm_rh,pm_bh","target",1,1,"True",47,NA,"","",NA,"","",1
46,60,"filler type c","gm","gm_bh","pm_bh","pm_sc",1044257,"gm_bh","pm_sc,gm_bh,pm_bh","target",2,2,"True",7,NA,"","",NA,"","",1
46,61,"filler type c","pm","pm_rh","gm_rh","gm_sc",1044277,"pm_rh","gm_sc,gm_rh,pm_rh","target",3,3,"True",27,NA,"","",NA,"","",1
46,62,"filler type c","bh","pm_bh","pm_rh","ro_rh",1044303,"pm_bh","pm_bh,pm_rh,ro_rh","target",1,1,"True",53,NA,"","",NA,"","",1
46,63,"target complex","gm","gm_bh","gm_rh","ro_bh",1044279,"gm_rh","ro_bh,gm_rh,gm_bh","competitor",3,2,"False",29,NA,"","",NA,"","",1
46,64,"filler type a","gm","gm_rh","ro_rh","pm_bh",1044278,"gm_rh","gm_rh,pm_bh,ro_rh","target",1,1,"True",28,NA,"","",NA,"","",1
46,65,"filler type c","bh","gm_bh","gm_rh","ro_rh",1044304,"gm_bh","gm_rh,ro_rh,gm_bh","target",3,3,"True",54,NA,"","",NA,"","",1
46,66,"filler unambiguous","gm","gm_bh","ro_sc","pm_rh",1044315,"gm_bh","ro_sc,gm_bh,pm_rh","target",2,2,"True",65,NA,"","",NA,"","",1
47,1,"filler type b","rh","gm_rh","pm_sc","pm_bh",1042927,"gm_rh","gm_rh,pm_sc,pm_bh","target",1,1,"True",63,NA,"","",NA,"","",1
47,2,"target complex","rh","gm_rh","pm_rh","gm_sc",1042921,"pm_rh","pm_rh,gm_rh,gm_sc","competitor",2,1,"False",57,NA,"","",NA,"","",1
47,3,"filler ambiguous","rh","pm_rh","pm_rh","gm_bh",1042893,"pm_rh","pm_rh,gm_bh,pm_rh","competitor",1,3,"False",29,NA,"","",NA,"","",1
47,4,"filler type a","rh","pm_rh","pm_sc","gm_bh",1042917,"pm_rh","gm_bh,pm_rh,pm_sc","target",2,2,"True",53,NA,"","",NA,"","",1
47,5,"target complex","bh","pm_bh","gm_bh","pm_sc",1042908,"pm_bh","gm_bh,pm_sc,pm_bh","target",3,3,"True",44,NA,"","",NA,"","",1
47,6,"filler unambiguous","rh","pm_rh","gm_sc","ro_bh",1042900,"pm_rh","pm_rh,ro_bh,gm_sc","target",1,1,"True",36,NA,"","",NA,"","",1
47,7,"target complex","gm","gm_bh","gm_rh","ro_bh",1042898,"gm_bh","gm_rh,gm_bh,ro_bh","target",2,2,"True",34,NA,"","",NA,"","",1
47,8,"target simple","pm","pm_sc","pm_rh","gm_bh",1042891,"pm_sc","pm_rh,gm_bh,pm_sc","target",3,3,"True",27,NA,"","",NA,"","",1
47,9,"filler ambiguous","gm","gm_bh","gm_bh","pm_sc",1042878,"gm_bh","gm_bh,gm_bh,pm_sc","competitor",1,2,"False",14,NA,"","",NA,"","",1
47,10,"filler type c","rh","pm_rh","pm_bh","ro_bh",1042885,"pm_rh","ro_bh,pm_rh,pm_bh","target",2,2,"True",21,NA,"","",NA,"","",1
47,11,"filler type c","rh","gm_rh","gm_bh","ro_bh",1042915,"gm_rh","ro_bh,gm_rh,gm_bh","target",2,2,"True",51,NA,"","",NA,"","",1
47,12,"target simple","bh","ro_bh","gm_bh","pm_rh",1042911,"ro_bh","gm_bh,pm_rh,ro_bh","target",3,3,"True",47,NA,"","",NA,"","",1
47,13,"filler type a","bh","pm_bh","pm_sc","gm_rh",1042871,"pm_bh","pm_sc,gm_rh,pm_bh","target",3,3,"True",7,NA,"","",NA,"","",1
47,14,"filler unambiguous","rh","gm_rh","pm_bh","ro_sc",1042913,"gm_rh","gm_rh,pm_bh,ro_sc","target",1,1,"True",49,NA,"","",NA,"","",1
47,15,"target complex","gm","gm_rh","gm_bh","ro_rh",1042889,"gm_rh","gm_rh,gm_bh,ro_rh","target",1,1,"True",25,NA,"","",NA,"","",1
47,16,"filler type c","bh","gm_bh","gm_rh","ro_rh",1042919,"gm_bh","gm_rh,gm_bh,ro_rh","target",2,2,"True",55,NA,"","",NA,"","",1
47,17,"target complex","pm","pm_bh","pm_rh","ro_bh",1042906,"pm_bh","ro_bh,pm_bh,pm_rh","target",2,2,"True",42,NA,"","",NA,"","",1
47,18,"target simple","bh","ro_bh","pm_bh","gm_rh",1042883,"pm_bh","pm_bh,gm_rh,ro_bh","competitor",3,1,"False",19,NA,"","",NA,"","",1
47,19,"filler unambiguous","bh","ro_bh","gm_sc","pm_rh",1042880,"ro_bh","pm_rh,ro_bh,gm_sc","target",2,2,"True",16,NA,"","",NA,"","",1
47,20,"filler unambiguous","bh","ro_sc","gm_rh","pm_bh",1042894,"pm_bh","gm_rh,pm_bh,ro_sc","target",2,2,"True",30,NA,"","",NA,"","",1
47,21,"filler type c","gm","gm_bh","pm_bh","pm_sc",1042926,"gm_bh","pm_sc,gm_bh,pm_bh","target",2,2,"True",62,NA,"","",NA,"","",1
47,22,"filler type c","rh","pm_rh","pm_bh","ro_bh",1042876,"pm_rh","ro_bh,pm_bh,pm_rh","target",3,3,"True",12,NA,"","",NA,"","",1
47,23,"filler unambiguous","pm","pm_rh","gm_bh","ro_sc",1042887,"pm_rh","gm_bh,ro_sc,pm_rh","target",3,3,"True",23,NA,"","",NA,"","",1
47,24,"target complex","bh","pm_bh","gm_bh","pm_sc",1042872,"gm_bh","pm_bh,pm_sc,gm_bh","competitor",1,3,"False",8,NA,"","",NA,"","",1
47,25,"target complex","pm","pm_bh","pm_rh","ro_bh",1042916,"pm_rh","pm_bh,pm_rh,ro_bh","competitor",1,2,"False",52,NA,"","",NA,"","",1
47,26,"target simple","rh","ro_rh","gm_rh","pm_bh",1042877,"ro_rh","ro_rh,gm_rh,pm_bh","target",1,1,"True",13,NA,"","",NA,"","",1
47,27,"target simple","rh","ro_rh","gm_rh","pm_bh",1042884,"ro_rh","gm_rh,ro_rh,pm_bh","target",2,2,"True",20,NA,"","",NA,"","",1
47,28,"target simple","pm","pm_sc","pm_bh","gm_rh",1042866,"pm_sc","gm_rh,pm_bh,pm_sc","target",3,3,"True",2,NA,"","",NA,"","",1
47,29,"filler type a","bh","pm_bh","pm_sc","gm_rh",1042925,"pm_bh","pm_sc,gm_rh,pm_bh","target",3,3,"True",61,NA,"","",NA,"","",1
47,30,"target simple","pm","pm_sc","pm_bh","gm_rh",1042920,"pm_sc","gm_rh,pm_sc,pm_bh","target",2,2,"True",56,NA,"","",NA,"","",1
47,31,"filler ambiguous","pm","pm_rh","pm_rh","gm_bh",1042873,"pm_rh","pm_rh,gm_bh,pm_rh","competitor",1,3,"False",9,NA,"","",NA,"","",1
47,32,"filler type c","bh","pm_bh","pm_rh","ro_rh",1042888,"pm_bh","pm_bh,pm_rh,ro_rh","target",1,1,"True",24,NA,"","",NA,"","",1
47,33,"target simple","gm","gm_sc","gm_bh","pm_rh",1042897,"gm_sc","gm_sc,pm_rh,gm_bh","target",1,1,"True",33,1,"gm_bh","competitor",3,"False","the creature looks like the one on the block.",1
47,34,"filler type b","bh","pm_bh","gm_rh","ro_rh",1042868,"pm_bh","pm_bh,ro_rh,gm_rh","target",1,1,"True",4,NA,"","",NA,"","",1
47,35,"filler ambiguous","bh","gm_bh","gm_bh","pm_rh",1042903,"gm_bh","gm_bh,pm_rh,gm_bh","target",1,1,"True",39,NA,"","",NA,"","",1
47,36,"target simple","pm","pm_sc","pm_rh","gm_bh",1042905,"pm_sc","pm_sc,gm_bh,pm_rh","target",1,1,"True",41,NA,"","",NA,"","",1
47,37,"filler unambiguous","rh","gm_rh","pm_sc","ro_bh",1042924,"gm_rh","ro_bh,pm_sc,gm_rh","target",3,3,"True",60,NA,"","",NA,"","",1
47,38,"filler type b","rh","pm_rh","ro_bh","gm_bh",1042865,"pm_rh","pm_rh,gm_bh,ro_bh","target",1,1,"True",1,NA,"","",NA,"","",1
47,39,"filler ambiguous","rh","pm_rh","pm_rh","gm_bh",1042896,"pm_rh","gm_bh,pm_rh,pm_rh","target",2,2,"True",32,NA,"","",NA,"","",1
47,40,"target simple","bh","ro_bh","gm_bh","pm_rh",1042929,"ro_bh","gm_bh,ro_bh,pm_rh","target",2,2,"True",65,NA,"","",NA,"","",1
47,41,"filler type a","gm","gm_bh","ro_bh","pm_rh",1042904,"gm_bh","gm_bh,ro_bh,pm_rh","target",1,1,"True",40,NA,"","",NA,"","",1
47,42,"target simple","pm","pm_sc","pm_rh","gm_bh",1042907,"pm_sc","pm_rh,gm_bh,pm_sc","target",3,3,"True",43,NA,"","",NA,"","",1
47,43,"target complex","pm","pm_rh","pm_bh","ro_rh",1042890,"pm_bh","pm_bh,ro_rh,pm_rh","competitor",3,1,"False",26,NA,"","",NA,"","",1
47,44,"filler type b","gm","gm_bh","pm_rh","pm_sc",1042881,"gm_bh","pm_rh,gm_bh,pm_sc","target",2,2,"True",17,NA,"","",NA,"","",1
47,45,"filler type b","pm","pm_rh","gm_bh","gm_sc",1042895,"pm_rh","pm_rh,gm_sc,gm_bh","target",1,1,"True",31,NA,"","",NA,"","",1
47,46,"filler unambiguous","bh","ro_bh","pm_sc","gm_rh",1042910,"ro_bh","ro_bh,pm_sc,gm_rh","target",1,1,"True",46,NA,"","",NA,"","",1
47,47,"filler type a","rh","pm_rh","pm_sc","gm_bh",1042928,"pm_rh","gm_bh,pm_sc,pm_rh","target",3,3,"True",64,NA,"","",NA,"","",1
47,48,"filler unambiguous","pm","pm_rh","ro_sc","gm_bh",1042875,"pm_rh","gm_bh,pm_rh,ro_sc","target",2,2,"True",11,NA,"","",NA,"","",1
47,49,"target complex","gm","gm_rh","gm_bh","ro_rh",1042901,"gm_bh","ro_rh,gm_rh,gm_bh","competitor",2,3,"False",37,2,"gm_bh","competitor",3,"False","The creature is identical to the one on the block.",1
47,50,"filler ambiguous","gm","gm_bh","gm_bh","pm_sc",1042918,"gm_bh","gm_bh,gm_bh,pm_sc","target",2,2,"True",54,NA,"","",NA,"","",1
47,51,"target complex","pm","pm_rh","pm_bh","ro_rh",1042874,"pm_bh","pm_rh,pm_bh,ro_rh","competitor",1,2,"False",10,NA,"","",NA,"","",1
47,52,"filler ambiguous","rh","pm_rh","pm_rh","gm_sc",1042923,"pm_rh","pm_rh,gm_sc,pm_rh","competitor",1,3,"False",59,NA,"","",NA,"","",1
47,53,"filler ambiguous","pm","pm_rh","pm_rh","gm_sc",1042899,"pm_rh","pm_rh,gm_sc,pm_rh","target",1,1,"True",35,NA,"","",NA,"","",1
47,54,"filler type c","bh","pm_bh","pm_rh","ro_rh",1042909,"pm_bh","pm_bh,pm_rh,ro_rh","target",1,1,"True",45,NA,"","",NA,"","",1
47,55,"filler type c","rh","gm_rh","gm_bh","ro_bh",1042892,"gm_rh","gm_rh,ro_bh,gm_bh","target",1,1,"True",28,NA,"","",NA,"","",1
47,56,"filler type b","gm","gm_rh","ro_bh","pm_bh",1042922,"gm_rh","ro_bh,gm_rh,pm_bh","target",2,2,"True",58,NA,"","",NA,"","",1
47,57,"target complex","pm","pm_rh","pm_bh","ro_rh",1042886,"pm_rh","pm_rh,ro_rh,pm_bh","target",1,1,"True",22,NA,"","",NA,"","",1
47,58,"filler ambiguous","rh","pm_rh","pm_rh","gm_sc",1042930,"pm_rh","pm_rh,gm_sc,pm_rh","competitor",1,3,"False",66,NA,"","",NA,"","",1
47,59,"target simple","pm","pm_sc","pm_bh","gm_rh",1042867,"pm_sc","pm_bh,pm_sc,gm_rh","target",2,2,"True",3,NA,"","",NA,"","",1
47,60,"filler type c","gm","gm_bh","pm_bh","pm_sc",1042912,"gm_bh","pm_bh,pm_sc,gm_bh","target",3,3,"True",48,NA,"","",NA,"","",1
47,61,"filler type c","pm","pm_rh","gm_rh","gm_sc",1042869,"pm_rh","gm_sc,pm_rh,gm_rh","target",2,2,"True",5,NA,"","",NA,"","",1
